quote,tags
من لطف الله تعالى بعباده ألا يجمع عليهم الهموم و المصائب مرة واحدة ، بـل يكرمهم و يعطيهم و يفرحهم و يقلبهم في النعم ، فإذا ابتلاهم مرة ، صبر القلة ، و نكر الكـثرة .,"['كفاح،', 'الصبر']"
الديمقراطية اصطلاحاً تعني حكم الشعب .. و هي بذلك وهم كبير ، إذ كيف يمكن للهرم أن ينتصب مقلوباً ؟ .,['سياسة']
رأس الحكمة مخافة الله عز و جل .,['حكمة']
الناجح لديه خطة و برنامج ، أما الفاشل فلديه تبريرات .,['تأملات']
البعض يصنع الأحداث ، و البعض يشاهد الأحداث ... و البعض يتساءل عن الذي حدث .,['تأملات']
أفضل السير مع صديق في الظلام ، على السير بمفردي في النور.,['صداقة']
ليس لدي ما أصرح به سوى عبقري.,['مزاح']
يمكننا عمل الكثير بالحق، لكن بالحب أكثر.,['حقيقة']
اذا كانت النفوس كباراً ... تعبت في مرادها الأجسام .,['النفس']
إنه نصف روحي كما يقول الشعراء.,['إلهام']
بناء التركيز يحتاج الى وقت و تمرين .,"['تنمية', 'الذات،', 'تحفيز']"
الحياة عبارة عن حطام سفينة ، لكن يجب ألا ننسى الغناء في قوارب النجاة.,['ملهم']
لا تهدف إلى النجاح. كلما كنت تهدف إليه وجعلته هدفًا ، ستفقده أكثر. النجاح ، مثل السعادة ، لا يمكن السعي وراءه ؛ يجب أن يترتب على ذلك ، وهو لا يحدث إلا كأثر جانبي غير مقصود لتفاني الفرد الشخصي لقضية أكبر من نفسه أو كنتيجة ثانوية لاستسلام المرء لشخص آخر غير نفسه. يجب أن تحدث السعادة ، ونفس الشيء ينطبق على النجاح: عليك أن تدعها تحدث من خلال عدم الاهتمام بها. أريدك أن تستمع إلى ما يأمرك ضميرك بفعله وتواصل تنفيذه على حد علمك. ثم ستعيش لترى ذلك على المدى الطويل - على المدى الطويل ، أقول! - سيتبعك النجاح على وجه التحديد لأنك نسيت التفكير في الأمر,"['السعادة', 'النجاح']"
لكي استطيع أن أكتب يجب ان أدخل في مرحلة تأمل تامة .,['تأملات']
قال جيمس هل ستبقى معي؟ حتى النهاية.,"['الموت', 'النهائي', 'وداع']"
هل سيوفر عليك الكثير من الوقت إذا استسلمت للتو وجننت الآن؟,"['بريطاني', 'فكاهة', 'خيال']"
يمنحني القوة أن يكون لدي شخص أقاتل من أجله ؛ لا يمكنني أبدا أن أقاتل من أجل نفسي ، لكن ، من أجل الآخرين ، يمكنني القتل .,"['قتال', 'أصدقا', 'صداقة']"
لا يمكن للدولارات و البنادق استبدال العقل و قوة الإرادة .,"['تنمية', 'الذات،', 'تحفيز']"
من أقبح أنواع الاستبداد استبداد الجهل على العلم، واستبداد النفس على العقل.,"['علم،', 'معرفة']"
كثرة اللوم و العتاب تورث البغضاء .,['أمثال']
الجندي الحقيقي لا يقاتل لأنه يكره ما هو أمامه ، ولكن لأنه يحب ما وراءه.,"['حياة', 'شغف', 'حرب']"
ما يُمَيِّز عامة الناس عن خاصتهم هي عدم قدرة العامة على التصرف وفقا لمعتقداتهم.,['تأملات']
النقد تبعة ضرورية لكل من يعمل شيئا يهم الآخرين.,['حقيقة']
لا يهم. لدي كتب ، كتب جديدة ، ويمكنني تحمل أي شيء طالما أن هناك كتب .,['كتب']
أريد أن أفعل معك ما يفعله الربيع بأشجار الكرز.,[]
هويتك هي سجن لا يمكنك الهروب منه، ولكن الطريقة التي يمكنك التخلص بها من الماضي ليست الهروب منه، ولكن محاولة فهمه واستخدامه لتحقيق شيء ناجح في المستقبل.,"['طموح،', 'نجاح']"
إنه ليس مثاليًا. أنت لست كذلك ، ولن يكون كلاكما مثاليًا أبدًا. لكن إذا استطاع أن يجعلك تضحك مرة واحدة على الأقل ، يجعلك تفكر مرتين ، وإذا اعترف بأنه إنسان ويرتكب أخطاء ، تمسك به وأعطيه أقصى ما تستطيع. لن يقتبس من الشعر ، فهو لا يفكر فيك كل لحظة ، لكنه سيعطيك جزءًا منه يعرف أنه يمكنك كسره. لا تؤذيه ، ولا تغيره ، ولا تتوقع أكثر مما يستطيع. لا تحلل. ابتسم عندما يجعلك سعيدًا ، صرخ عندما يجعلك غاضبًا ، وافتقده عندما لا يكون هناك. الحب الصعب عندما يكون هناك حب. لأن الرجال المثاليين غير موجودين ، ولكن هناك دائمًا شخص واحد مثالي لك .,['إلهام']
سيارة الاحلام المصفحة تشجعنا على خوض الكثير من الطرق الخطرة .,"['تفاؤل', 'أمـل']"
عندما تعتمد على عبقرية وقدرة عقلك الإبداعية، يصبح حل حتى أصعب المشكلات أمرا ممكنا .,['مشاكل،حلول']
الرسم هو الشعر الذي يُرى بدلاً من الشعور به ، والشعر هو الرسم الذي يُشعر به لا يُرى.,['شعر']
اياك ان تعزز الفشل بالفشل .,"['طموح،', 'نجاح']"
دلت التجربة علـى أنه في أحيان كثيرة تنعدم الاستفادة الصحيحة من الوقت إذا لم يكن لدينا أهداف نضغط من خلالها على أنفـسنا ، و نتخلص بها من اللهو و الانشغال بالأمور العارضة و التافهة .,"['تنمية', 'الذات،', 'تحفيز']"
ابدأ بالضروري ، ثم انتقل الى الممكن ، تجد نفسك فجأة تفعل المستحيل .,"['تفكير،', 'تغيير']"
اذا طلب احدهم منك ماء للشرب فناوله القليل ، و اذا أراد أكثر فناوله المزيد .. وبنفس الطريقة يمكن ان تعطي الحقائق للآخرين .,['حقيقة']
أصل إلى المكتب دائمًا في وقت متأخر ، لكنني أعوض ذلك بالمغادرة مبكرًا.,"['فكاهة', 'عمل']"
مهما فعلت ، فأنت بحاجة إلى الشجاعة. مهما كان المسار الذي تقرره ، هناك دائمًا من يخبرك أنك مخطئ. هناك دائمًا صعوبات تظهر وتغريك للاعتقاد بأن منتقديك على حق. يتطلب رسم مسار عمل ومتابعته حتى النهاية بعض الشجاعة نفسها التي يحتاجها الجندي. السلام له انتصاراته ، لكن الفوز بها يتطلب رجال ونساء شجعان .,"['شجاعة', 'ملهمة']"
الامـل لا علاقة له بالمنطق .,"['تفاؤل', 'أمـل']"
لذلك ضربنا القوارب ضد التيار ، وعادنا بلا توقف إلى الماضي.,"['كتاب', 'ملهمة']"
أتمنى أن تقضي عامًا رائعًا ، وأن تحلم بشكل خطير وشائن ، وأن تصنع شيئًا لم يكن موجودًا قبل أن تصنعه ، وأن تكون محبوبًا وأن تكون محبوبًا ، وأنك سيحب الناس في المقابل ويحبونهم. والأهم من ذلك (لأنني أعتقد أنه يجب أن يكون هناك المزيد من اللطف والحكمة في العالم في الوقت الحالي) ، وأنك ، عندما تحتاج إلى أن تكون ، تكون حكيمًا ، وأنك ستكون دائمًا لطيفًا .,['العطف']
هناك فقط المطاردون والمطاردون والمشغولون والمتعبون.,"['الخصائص', 'الديمغرافية']"
ما زالت الدنيا تكتظ بمليارات الكتب البديعة التي لم تصافح عيوني، التي تنتظر دهشتي وتملك أسراراً لم تخطر في البال.,"['علم،', 'معرفة']"
الطالب الفاشل .. هو الطالب الذي يمكن أن يكون (الأول) على فصله ، لولا وجود الأخرين .,['تأملات']
اجعل عينيك على النجوم ، و اجعل قدميك على الارض .,"['طموح،', 'نجاح']"
لا يوجد صديق مخلص مثل كتاب.,"['كتب', 'أصدقا', 'اقتباسات']"
علينا ان نكسر الارقام القياسية السابقة ، ذلك ما يعلمنا التاريخ اياه .. أن تتفوق انجازاتنا في نتائجها على انجازات من سبقونا .,['تاريخ']
ما زلنا حتى الآن في الشركات نضع الأهمية للنظام المؤسسي والخطط ونترك العنصر البشري .,"['رجال', 'أعمال']"
عندما خلق الله أمهات عندما كان الرب الصالح يخلق الأمهات ، كان في يومه السادس من العمل الإضافي عندما ظهر الملاك وقال. إنك تقومين بالكثير من العبث في هذا الأمر. وقال الله ، هل قرأت المواصفات الواردة في هذا الطلب؟ يجب أن تكون قابلة للغسل تمامًا ، ولكن ليس من البلاستيك. بها 180 جزءًا متحركًا ... كلها قابلة للاستبدال. استخدم القهوة السوداء وبقايا الطعام. احصل على حضن يختفي عندما تقف. أ قبلة يمكن أن تعالج أي شيء من كسر في الساق إلى علاقة حب محبطة وستة أزواج من الأيدي . هز الملاك رأسها ببطء وقال. ستة أزواج من الأيدي .... بأي حال من الأحوال. قال الله: ليست الأيدي هي التي تسبب لي المشاكل ، إنها الأزواج الثلاثة من العيون التي يجب أن تمتلكها الأمهات. هذا على النموذج القياسي؟ سأل الملاك. أومأ الله. زوج واحد يرى من خلال الأبواب المغلقة عندما تسأل ، ماذا تفعل يا أطفال هناك؟ عندما تعرف بالفعل. هناك أخرى هنا في مؤخرة رأسها ترى ما لا يجب أن تعرفه ولكن ما عليها أن تعرفه ، وبالطبع الأشخاص الموجودون هنا في المقدمة والذين يمكنهم النظر إلى الطفل عندما يخطئ ويقول. أنا أفهمك وأحبك دون أن أنطق بكلمة واحدة. قال الملاك وهو يلمس جعبته بلطف يا إلهي ، خذ قسطًا من الراحة غدًا .... لا أستطيع قال الله أنا م قريب جدًا من إنشاء شيء قريب جدًا من نفسي. لدي بالفعل واحدة تشفي نفسها عندما تكون مريضة ... يمكنها إطعام عائلة مكونة من ستة أفراد على رطل واحد من الهامبرغر ... ويمكن أن تجعل طفلة تبلغ من العمر تسع سنوات تقف تحت الدش. ببطء شديد ، تنهدت قائلة: إنها ناعمة جدًا ، لكنها قاسية! قال الله بحماس. يمكنك أن تتخيل ما يمكن أن تفعله هذه الأم أو تتحمله. هل يمكن أن يفكر؟ قال الخالق: ليس فقط يمكنه التفكير ، ولكن يمكنه التفكير والتسوية. أخيرًا ، انحنى الملاك ومرر إصبعها على الخد. قالت: هناك تسريب ، أخبرتك أنك كنت تحاول وضع الكثير في هذا النموذج. قال الرب إنه ليس تسريبًا ، إنه دمعة. ما الغرض منه؟ إنه من أجل الفرح والحزن وخيبة الأمل والألم والوحدة والفخر. قال الملاك: أنت عبقري. قال الله بشيء من الوضوح ، لم أضعها هناك.,"['الأطفال', 'الأسرة', 'الفكاهة']"
